order_id,order_date,order_year,order_month,order_month_name,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,list_price,discount_percent,selling_price,sales,total_cost,profit,profit_margin_pct
33,2023-01-30,2023,1,January,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Binders,OFF-BI-10001525,6,10.00,5.00,9.50,57.00,60.00,-3.00,-5.26
34,2022-06-03,2022,6,June,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Art,OFF-AR-10001683,2,20.00,4.00,19.20,38.40,40.00,-1.60,-4.17
35,2022-09-28,2022,9,September,"Second Class","Home Office","United States",Houston,Texas,77095,Central,"Office Supplies",Paper,OFF-PA-10000249,3,30.00,3.00,29.10,87.30,90.00,-2.70,-3.09
36,2022-10-30,2022,10,October,"First Class",Corporate,"United States",Richardson,Texas,75080,Central,Technology,Phones,TEC-PH-10004977,7,1100.00,5.00,1045.00,7315.00,7140.00,175.00,2.39
37,2023-07-27,2023,7,July,"First Class",Corporate,"United States",Richardson,Texas,75080,Central,Furniture,Furnishings,FUR-FU-10003664,5,190.00,4.00,182.40,912.00,900.00,12.00,1.32
38,2023-03-07,2023,3,March,"Standard Class","Home Office","United States",Houston,Texas,77041,Central,"Office Supplies",Envelopes,OFF-EN-10002986,9,110.00,2.00,107.80,970.20,810.00,160.20,16.51
39,2023-08-18,2023,8,August,"Standard Class","Home Office","United States",Houston,Texas,77041,Central,Furniture,Bookcases,FUR-BO-10002545,3,530.00,2.00,519.40,1558.20,1380.00,178.20,11.44
40,2022-01-20,2022,1,January,"Standard Class","Home Office","United States",Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004218,3,210.00,2.00,205.80,617.40,600.00,17.40,2.82
41,2023-06-29,2023,6,June,"Standard Class","Home Office","United States",Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10000486,4,370.00,5.00,351.50,1406.00,1400.00,6.00,0.43
42,2022-06-28,2022,6,June,"Standard Class",Corporate,"United States",Naperville,Illinois,60540,Central,Technology,Phones,TEC-PH-10004093,4,150.00,3.00,145.50,582.00,560.00,22.00,3.78
43,2023-02-09,2023,2,February,"Standard Class",Corporate,"United States","Los Angeles",California,90049,West,"Office Supplies",Storage,OFF-ST-10003479,2,80.00,5.00,76.00,152.00,140.00,12.00,7.89
44,2023-09-18,2023,9,September,"Standard Class",Corporate,"United States",Melbourne,Florida,32935,South,"Office Supplies",Storage,OFF-ST-10003282,2,100.00,4.00,96.00,192.00,180.00,12.00,6.25
45,2022-11-11,2022,11,November,"First Class",Corporate,"United States",Eagan,Minnesota,55122,Central,Technology,Accessories,TEC-AC-10000171,2,50.00,2.00,49.00,98.00,80.00,18.00,18.37
46,2022-05-27,2022,5,May,"First Class",Corporate,"United States",Eagan,Minnesota,55122,Central,"Office Supplies",Binders,OFF-BI-10003291,2,20.00,5.00,19.00,38.00,40.00,-2.00,-5.26
47,2023-02-03,2023,2,February,"Second Class",Consumer,"United States",Westland,Michigan,48185,Central,"Office Supplies",Storage,OFF-ST-10001713,4,210.00,4.00,201.60,806.40,720.00,86.40,10.71
48,2022-02-16,2022,2,February,"Standard Class",Consumer,"United States",Dover,Delaware,19901,East,Technology,Accessories,TEC-AC-10002167,3,50.00,5.00,47.50,142.50,150.00,-7.50,-5.26
49,2022-05-06,2022,5,May,"Standard Class",Consumer,"United States",Dover,Delaware,19901,East,Technology,Phones,TEC-PH-10003988,2,20.00,4.00,19.20,38.40,40.00,-1.60,-4.17
50,2023-06-18,2023,6,June,"Standard Class",Consumer,"United States","New Albany",Indiana,47150,Central,"Office Supplies",Binders,OFF-BI-10004410,6,40.00,4.00,38.40,230.40,180.00,50.40,21.87
51,2022-01-11,2022,1,January,"Standard Class",Consumer,"United States","New Albany",Indiana,47150,Central,"Office Supplies",Labels,OFF-LA-10002762,6,80.00,4.00,76.80,460.80,420.00,40.80,8.85
52,2023-09-09,2023,9,September,"Standard Class",Consumer,"United States","New Albany",Indiana,47150,Central,Furniture,Furnishings,FUR-FU-10001706,2,10.00,4.00,9.60,19.20,20.00,-0.80,-4.17
53,2022-01-31,2022,1,January,"Standard Class",Consumer,"United States","New Albany",Indiana,47150,Central,Furniture,Chairs,FUR-CH-10003061,1,90.00,5.00,85.50,85.50,70.00,15.50,18.13
54,2023-07-30,2023,7,July,"Standard Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Fasteners,OFF-FA-10000304,7,20.00,3.00,19.40,135.80,140.00,-4.20,-3.09
55,2023-10-17,2023,10,October,"Standard Class",Corporate,"United States","New York City","New York",10024,East,Technology,Phones,TEC-PH-10002447,5,1030.00,4.00,988.80,4944.00,4250.00,694.00,14.04
56,2023-07-06,2023,7,July,"First Class",Consumer,"United States",Troy,"New York",12180,East,"Office Supplies",Storage,OFF-ST-10000604,6,210.00,5.00,199.50,1197.00,1200.00,-3.00,-0.25
57,2023-09-15,2023,9,September,"First Class",Consumer,"United States",Troy,"New York",12180,East,"Office Supplies",Paper,OFF-PA-10001569,5,30.00,5.00,28.50,142.50,150.00,-7.50,-5.26
58,2022-08-09,2022,8,August,"First Class",Consumer,"United States",Troy,"New York",12180,East,Furniture,Chairs,FUR-CH-10003968,5,320.00,2.00,313.60,1568.00,1450.00,118.00,7.53
59,2022-04-05,2022,4,April,"First Class",Consumer,"United States",Troy,"New York",12180,East,"Office Supplies",Paper,OFF-PA-10000587,2,10.00,4.00,9.60,19.20,20.00,-0.80,-4.17
60,2023-06-24,2023,6,June,"First Class",Consumer,"United States",Troy,"New York",12180,East,Technology,Accessories,TEC-AC-10002167,2,30.00,5.00,28.50,57.00,40.00,17.00,29.82
61,2022-03-10,2022,3,March,"First Class",Consumer,"United States",Troy,"New York",12180,East,"Office Supplies",Binders,OFF-BI-10001460,4,50.00,2.00,49.00,196.00,160.00,36.00,18.37
62,2023-04-08,2023,4,April,"First Class",Consumer,"United States",Troy,"New York",12180,East,"Office Supplies",Art,OFF-AR-10001868,1,0.00,5.00,0.00,0.00,0.00,0.00,NULL
63,2023-10-16,2023,10,October,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Technology,Accessories,TEC-AC-10004633,2,10.00,3.00,9.70,19.40,20.00,-0.60,-3.09
64,2023-08-02,2023,8,August,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Binders,OFF-BI-10001078,6,30.00,2.00,29.40,176.40,120.00,56.40,31.97
65,2022-11-05,2022,11,November,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Paper,OFF-PA-10003892,3,150.00,5.00,142.50,427.50,390.00,37.50,8.77
66,2022-05-06,2022,5,May,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Furnishings,FUR-FU-10000397,4,80.00,2.00,78.40,313.60,280.00,33.60,10.71
67,2022-03-26,2022,3,March,"Standard Class","Home Office","United States",Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10001146,5,210.00,5.00,199.50,997.50,900.00,97.50,9.77
68,2022-04-10,2022,4,April,"Standard Class",Corporate,"United States",Gilbert,Arizona,85234,West,"Office Supplies",Art,OFF-AR-10002671,8,1110.00,3.00,1076.70,8613.60,7520.00,1093.60,12.70
69,2022-08-12,2022,8,August,"Standard Class",Corporate,"United States",Gilbert,Arizona,85234,West,Technology,Phones,TEC-PH-10002726,4,170.00,3.00,164.90,659.60,640.00,19.60,2.97
70,2022-02-25,2022,2,February,"First Class",Consumer,"United States",Springfield,Virginia,22153,South,"Office Supplies",Paper,OFF-PA-10000482,2,80.00,2.00,78.40,156.80,140.00,16.80,10.71
71,2022-11-29,2022,11,November,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,OFF-BI-10004654,1,0.00,3.00,0.00,0.00,0.00,0.00,NULL
72,2022-12-18,2022,12,December,"Second Class",Consumer,"United States",Jackson,Michigan,49201,Central,"Office Supplies",Paper,OFF-PA-10004675,3,20.00,3.00,19.40,58.20,60.00,-1.80,-3.09
73,2023-03-07,2023,3,March,"Standard Class",Consumer,"United States",Memphis,Tennessee,38109,South,Furniture,Chairs,FUR-CH-10000513,8,830.00,2.00,813.40,6507.20,6320.00,187.20,2.88
74,2023-07-12,2023,7,July,"Standard Class",Consumer,"United States",Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10003708,2,100.00,3.00,97.00,194.00,180.00,14.00,7.22
75,2022-10-21,2022,10,October,"Standard Class",Consumer,"United States",Memphis,Tennessee,38109,South,"Office Supplies",Storage,OFF-ST-10004123,1,70.00,2.00,68.60,68.60,60.00,8.60,12.54
76,2023-04-17,2023,4,April,"First Class",Corporate,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,OFF-BI-10004182,3,0.00,4.00,0.00,0.00,0.00,0.00,NULL
77,2023-05-20,2023,5,May,"First Class",Corporate,"United States",Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000260,3,10.00,4.00,9.60,28.80,30.00,-1.20,-4.17
78,2023-05-13,2023,5,May,"First Class",Corporate,"United States",Houston,Texas,77041,Central,"Office Supplies",Storage,OFF-ST-10000615,3,30.00,2.00,29.40,88.20,60.00,28.20,31.97
79,2022-10-20,2022,10,October,"Second Class",Consumer,"United States",Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10003194,5,20.00,2.00,19.60,98.00,100.00,-2.00,-2.04
80,2023-10-22,2023,10,October,"First Class",Corporate,"United States",Decatur,Alabama,35601,South,"Office Supplies",Appliances,OFF-AP-10002118,1,210.00,3.00,203.70,203.70,190.00,13.70,6.73
81,2022-07-20,2022,7,July,"First Class",Corporate,"United States",Decatur,Alabama,35601,South,"Office Supplies",Binders,OFF-BI-10002309,3,20.00,2.00,19.60,58.80,60.00,-1.20,-2.04
82,2022-11-16,2022,11,November,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Art,OFF-AR-10002053,5,10.00,5.00,9.50,47.50,50.00,-2.50,-5.26
83,2022-11-10,2022,11,November,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Storage,OFF-ST-10002370,1,20.00,4.00,19.20,19.20,20.00,-0.80,-4.17
84,2022-03-15,2022,3,March,"Standard Class",Corporate,"United States",Durham,"North Carolina",27707,South,"Office Supplies",Envelopes,OFF-EN-10000927,7,200.00,3.00,194.00,1358.00,1260.00,98.00,7.22
85,2023-10-03,2023,10,October,"First Class","Home Office","United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,OFF-ST-10003656,3,230.00,2.00,225.40,676.20,630.00,46.20,6.83
86,2022-03-20,2022,3,March,"Second Class",Consumer,"United States",Columbia,"South Carolina",29203,South,Furniture,Chairs,FUR-CH-10000863,2,300.00,5.00,285.00,570.00,520.00,50.00,8.77
87,2023-12-04,2023,12,December,"Standard Class",Consumer,"United States",Rochester,Minnesota,55901,Central,Technology,Accessories,TEC-AC-10001998,1,20.00,5.00,19.00,19.00,20.00,-1.00,-5.26
88,2023-11-24,2023,11,November,"Standard Class",Consumer,"United States",Rochester,Minnesota,55901,Central,"Office Supplies",Labels,OFF-LA-10000134,2,10.00,5.00,9.50,19.00,20.00,-1.00,-5.26
89,2023-12-30,2023,12,December,"Second Class","Home Office","United States",Houston,Texas,77095,Central,"Office Supplies",Storage,OFF-ST-10003442,7,160.00,5.00,152.00,1064.00,980.00,84.00,7.89
90,2022-05-23,2022,5,May,"Standard Class",Corporate,"United States","Los Angeles",California,90036,West,"Office Supplies",Art,OFF-AR-10004930,3,20.00,2.00,19.60,58.80,60.00,-1.20,-2.04
91,2023-04-06,2023,4,April,"Standard Class",Corporate,"United States","Los Angeles",California,90036,West,Technology,Phones,TEC-PH-10004093,2,70.00,2.00,68.60,137.20,120.00,17.20,12.54
92,2022-03-23,2022,3,March,"Standard Class",Corporate,"United States","Los Angeles",California,90036,West,"Office Supplies",Paper,OFF-PA-10000304,1,10.00,2.00,9.80,9.80,10.00,-0.20,-2.04
93,2023-04-07,2023,4,April,"Second Class",Consumer,"United States",Minneapolis,Minnesota,55407,Central,"Office Supplies",Paper,OFF-PA-10003177,2,10.00,2.00,9.80,19.60,20.00,-0.40,-2.04
94,2022-05-13,2022,5,May,"Second Class",Consumer,"United States",Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10003799,3,50.00,5.00,47.50,142.50,150.00,-7.50,-5.26
95,2022-04-23,2022,4,April,"Second Class",Consumer,"United States",Minneapolis,Minnesota,55407,Central,"Office Supplies",Binders,OFF-BI-10002852,2,30.00,3.00,29.10,58.20,40.00,18.20,31.27
96,2023-12-17,2023,12,December,"Standard Class","Home Office","United States",Portland,Oregon,97206,West,"Office Supplies",Binders,OFF-BI-10004738,1,10.00,2.00,9.80,9.80,10.00,-0.20,-2.04
97,2022-04-28,2022,4,April,"Second Class","Home Office","United States","New York City","New York",10009,East,Furniture,Furnishings,FUR-FU-10000629,7,100.00,5.00,95.00,665.00,560.00,105.00,15.79
98,2023-06-14,2023,6,June,"First Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,OFF-BI-10001721,3,50.00,4.00,48.00,144.00,120.00,24.00,16.67
99,2023-02-05,2023,2,February,"Standard Class",Corporate,"United States","Saint Paul",Minnesota,55106,Central,"Office Supplies",Appliances,OFF-AP-10000358,6,80.00,3.00,77.60,465.60,420.00,45.60,9.79
100,2023-12-30,2023,12,December,"Standard Class","Home Office","United States",Chicago,Illinois,60610,Central,"Office Supplies",Paper,OFF-PA-10003256,7,60.00,3.00,58.20,407.40,420.00,-12.60,-3.09
101,2022-02-24,2022,2,February,"Standard Class","Home Office","United States",Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10001767,3,100.00,5.00,95.00,285.00,240.00,45.00,15.79
102,2022-07-25,2022,7,July,"Standard Class","Home Office","United States",Chicago,Illinois,60610,Central,"Office Supplies",Binders,OFF-BI-10002609,3,0.00,3.00,0.00,0.00,0.00,0.00,NULL
103,2022-01-14,2022,1,January,"Second Class",Consumer,"United States",Rochester,Minnesota,55901,Central,"Office Supplies",Paper,OFF-PA-10004040,4,20.00,4.00,19.20,76.80,80.00,-3.20,-4.17
104,2022-12-22,2022,12,December,"Standard Class",Consumer,"United States",Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10001552,6,240.00,3.00,232.80,1396.80,1320.00,76.80,5.50
105,2022-06-09,2022,6,June,"Standard Class",Consumer,"United States",Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10004006,3,100.00,5.00,95.00,285.00,270.00,15.00,5.26
106,2023-10-28,2023,10,October,"Standard Class",Consumer,"United States",Aurora,Colorado,80013,West,"Office Supplies",Binders,OFF-BI-10002794,3,40.00,5.00,38.00,114.00,90.00,24.00,21.05
107,2022-10-18,2022,10,October,"Standard Class",Consumer,"United States",Charlotte,"North Carolina",28205,South,Technology,Accessories,TEC-AC-10003499,8,70.00,5.00,66.50,532.00,480.00,52.00,9.77
108,2022-11-23,2022,11,November,"Standard Class",Consumer,"United States",Charlotte,"North Carolina",28205,South,Technology,Phones,TEC-PH-10002844,1,30.00,3.00,29.10,29.10,30.00,-0.90,-3.09
109,2023-10-12,2023,10,October,"Standard Class",Consumer,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Art,OFF-AR-10000390,1,0.00,3.00,0.00,0.00,0.00,0.00,NULL
110,2023-03-17,2023,3,March,"Standard Class","Home Office","United States","Orland Park",Illinois,60462,Central,Technology,Accessories,TEC-AC-10000844,5,340.00,2.00,333.20,1666.00,1450.00,216.00,12.97
111,2023-09-05,2023,9,September,"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Furnishings,FUR-FU-10001934,2,40.00,2.00,39.20,78.40,60.00,18.40,23.47
112,2022-01-28,2022,1,January,"Standard Class",Consumer,"United States",Urbandale,Iowa,50322,Central,"Office Supplies",Art,OFF-AR-10000380,2,80.00,3.00,77.60,155.20,140.00,15.20,9.79
113,2022-12-26,2022,12,December,"Standard Class",Consumer,"United States",Urbandale,Iowa,50322,Central,"Office Supplies",Binders,OFF-BI-10003981,6,30.00,3.00,29.10,174.60,180.00,-5.40,-3.09
114,2023-06-06,2023,6,June,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Fasteners,OFF-FA-10000621,14,40.00,2.00,39.20,548.80,560.00,-11.20,-2.04
115,2023-11-08,2023,11,November,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Envelopes,OFF-EN-10002600,2,0.00,4.00,0.00,0.00,0.00,0.00,NULL
116,2022-11-15,2022,11,November,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Paper,OFF-PA-10004965,3,20.00,4.00,19.20,57.60,60.00,-2.40,-4.17
117,2022-06-30,2022,6,June,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Envelopes,OFF-EN-10002504,6,130.00,5.00,123.50,741.00,720.00,21.00,2.83
118,2023-10-27,2023,10,October,"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10001768,3,790.00,4.00,758.40,2275.20,2160.00,115.20,5.06
119,2023-07-19,2023,7,July,NULL,Corporate,"United States",Bristol,Tennessee,37620,South,"Office Supplies",Binders,OFF-BI-10003650,1,160.00,5.00,152.00,152.00,140.00,12.00,7.89
120,2023-03-30,2023,3,March,"First Class",Consumer,"United States",Wilmington,Delaware,19805,East,Furniture,Furnishings,FUR-FU-10002157,3,50.00,3.00,48.50,145.50,150.00,-4.50,-3.09
121,2022-03-03,2022,3,March,"First Class",Consumer,"United States",Wilmington,Delaware,19805,East,"Office Supplies",Binders,OFF-BI-10003910,4,30.00,2.00,29.40,117.60,80.00,37.60,31.97
122,2022-10-20,2022,10,October,"First Class",Consumer,"United States",Wilmington,Delaware,19805,East,"Office Supplies",Storage,OFF-ST-10000777,6,230.00,2.00,225.40,1352.40,1140.00,212.40,15.71
123,2023-01-23,2023,1,January,"First Class",Consumer,"United States",Wilmington,Delaware,19805,East,"Office Supplies",Envelopes,OFF-EN-10002500,9,120.00,4.00,115.20,1036.80,990.00,46.80,4.51
124,2023-01-21,2023,1,January,"First Class",Consumer,"United States",Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10003875,7,70.00,2.00,68.60,480.20,420.00,60.20,12.54
125,2023-07-18,2023,7,July,"Second Class","Home Office","United States",Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004063,3,600.00,3.00,582.00,1746.00,1650.00,96.00,5.50
126,2023-07-15,2023,7,July,"Standard Class",Consumer,"United States",Bloomington,Illinois,61701,Central,Furniture,Tables,FUR-TA-10004534,6,620.00,4.00,595.20,3571.20,3240.00,331.20,9.27
127,2022-07-14,2022,7,July,"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Binders,OFF-BI-10003274,2,0.00,4.00,0.00,0.00,0.00,0.00,NULL
128,2023-03-30,2023,3,March,"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Storage,OFF-ST-10002974,7,240.00,4.00,230.40,1612.80,1400.00,212.80,13.19
129,2023-09-18,2023,9,September,"Second Class","Home Office","United States","Los Angeles",California,90004,West,Furniture,Chairs,FUR-CH-10001146,2,80.00,2.00,78.40,156.80,140.00,16.80,10.71
130,2022-01-03,2022,1,January,"Second Class","Home Office","United States","Los Angeles",California,90004,West,Furniture,Furnishings,FUR-FU-10003773,3,240.00,4.00,230.40,691.20,660.00,31.20,4.51
131,2022-07-17,2022,7,July,"First Class",Corporate,"United States",Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10002293,5,60.00,3.00,58.20,291.00,250.00,41.00,14.09
132,2022-03-30,2022,3,March,"First Class",Corporate,"United States",Columbus,Ohio,43229,East,"Office Supplies",Paper,OFF-PA-10002377,2,80.00,4.00,76.80,153.60,160.00,-6.40,-4.17
133,2022-05-01,2022,5,May,"First Class",Corporate,"United States",Columbus,Ohio,43229,East,"Office Supplies",Fasteners,OFF-FA-10002780,9,20.00,5.00,19.00,171.00,180.00,-9.00,-5.26
134,2023-04-29,2023,4,April,"Standard Class",Consumer,"United States",Roseville,California,95661,West,"Office Supplies",Paper,OFF-PA-10001804,3,20.00,4.00,19.20,57.60,60.00,-2.40,-4.17
135,2022-10-28,2022,10,October,"Standard Class",Consumer,"United States",Roseville,California,95661,West,"Office Supplies",Paper,OFF-PA-10001736,1,40.00,5.00,38.00,38.00,30.00,8.00,21.05
136,2022-03-05,2022,3,March,"Standard Class",Consumer,"United States",Roseville,California,95661,West,"Office Supplies",Art,OFF-AR-10001149,4,10.00,5.00,9.50,38.00,40.00,-2.00,-5.26
137,2022-03-28,2022,3,March,"Standard Class",Consumer,"United States",Roseville,California,95661,West,"Office Supplies",Fasteners,OFF-FA-10002988,2,0.00,5.00,0.00,0.00,0.00,0.00,NULL
138,2023-10-16,2023,10,October,"Standard Class",Consumer,"United States",Roseville,California,95661,West,"Office Supplies",Binders,OFF-BI-10004781,3,80.00,2.00,78.40,235.20,210.00,25.20,10.71
